comp0_g1_i1	isogroup0
comp624_g1_i2	isogroup624
comp625_g1_i1	isogroup625
comp626_g1_i1	isogroup626
comp627_g1_i1	isogroup627
comp628_g1_i1	isogroup628
comp628_g1_i2	isogroup628
comp629_g1_i1	isogroup629
comp629_g1_i2	isogroup629
comp630_g1_i1	isogroup630
comp631_g1_i1	isogroup631
comp632_g1_i1	isogroup632
comp633_g1_i1	isogroup633
comp633_g1_i2	isogroup633
comp634_g1_i1	isogroup634
comp635_g1_i1	isogroup635
comp635_g1_i2	isogroup635
comp636_g1_i1	isogroup636
comp637_g1_i1	isogroup637
comp638_g1_i1	isogroup638
comp638_g1_i2	isogroup638
comp639_g1_i1	isogroup639
comp640_g1_i1	isogroup640
comp640_g1_i2	isogroup640
comp641_g1_i1	isogroup641
comp642_g1_i1	isogroup642
comp643_g1_i1	isogroup643
comp644_g1_i1	isogroup644
comp645_g1_i1	isogroup645
comp646_g1_i1	isogroup646
comp647_g1_i1	isogroup647
comp648_g1_i1	isogroup648
comp649_g1_i1	isogroup649
comp650_g1_i1	isogroup650
comp650_g1_i2	isogroup650
comp651_g1_i1	isogroup651
comp651_g1_i2	isogroup651
comp652_g1_i1	isogroup652
comp653_g1_i1	isogroup653
comp654_g1_i1	isogroup654
comp655_g1_i1	isogroup655
comp656_g1_i1	isogroup656
comp657_g1_i1	isogroup657
comp658_g1_i1	isogroup658
comp659_g1_i1	isogroup659
comp660_g1_i1	isogroup660
comp660_g1_i2	isogroup660
comp661_g1_i1	isogroup661
comp662_g1_i1	isogroup662
comp662_g1_i2	isogroup662
comp663_g1_i1	isogroup663
comp663_g1_i2	isogroup663
comp664_g1_i1	isogroup664
comp665_g1_i1	isogroup665
comp665_g1_i2	isogroup665
comp666_g1_i1	isogroup666
comp667_g1_i1	isogroup667
comp667_g1_i2	isogroup667
comp668_g1_i1	isogroup668
comp669_g1_i1	isogroup669
comp670_g1_i1	isogroup670
comp670_g1_i2	isogroup670
comp671_g1_i1	isogroup671
comp672_g1_i1	isogroup672
comp672_g1_i2	isogroup672
comp673_g1_i1	isogroup673
comp674_g1_i1	isogroup674
comp675_g1_i1	isogroup675
comp675_g1_i2	isogroup675
comp676_g1_i1	isogroup676
comp677_g1_i1	isogroup677
comp678_g1_i1	isogroup678
comp679_g1_i1	isogroup679
comp679_g1_i2	isogroup679
comp680_g1_i1	isogroup680
comp681_g1_i1	isogroup681
comp681_g1_i2	isogroup681
comp682_g1_i1	isogroup682
comp682_g1_i2	isogroup682
comp683_g1_i1	isogroup683
comp684_g1_i1	isogroup684
comp685_g1_i1	isogroup685
comp686_g1_i1	isogroup686
comp687_g1_i1	isogroup687
comp688_g1_i1	isogroup688
comp688_g1_i2	isogroup688
comp689_g1_i1	isogroup689
comp690_g1_i1	isogroup690
comp691_g1_i1	isogroup691
comp692_g1_i1	isogroup692
comp692_g1_i2	isogroup692
comp693_g1_i1	isogroup693
comp693_g1_i2	isogroup693
comp694_g1_i1	isogroup694
comp694_g1_i2	isogroup694
comp695_g1_i1	isogroup695
comp696_g1_i1	isogroup696
comp696_g1_i2	isogroup696
comp697_g1_i1	isogroup697
comp697_g1_i2	isogroup697
comp698_g1_i1	isogroup698
comp698_g1_i2	isogroup698
comp699_g1_i1	isogroup699
comp700_g1_i1	isogroup700
comp700_g1_i2	isogroup700
comp701_g1_i1	isogroup701
comp701_g1_i2	isogroup701
comp702_g1_i1	isogroup702
comp703_g1_i1	isogroup703
comp703_g1_i2	isogroup703
comp704_g1_i1	isogroup704
comp705_g1_i1	isogroup705
comp706_g1_i1	isogroup706
comp707_g1_i1	isogroup707
comp708_g1_i1	isogroup708
comp709_g1_i1	isogroup709
comp709_g1_i2	isogroup709
comp710_g1_i1	isogroup710
comp711_g1_i1	isogroup711
comp712_g1_i1	isogroup712
comp713_g1_i1	isogroup713
comp714_g1_i1	isogroup714
comp715_g1_i1	isogroup715
comp715_g1_i2	isogroup715
comp716_g1_i1	isogroup716
comp716_g1_i2	isogroup716
comp717_g1_i1	isogroup717
comp718_g1_i1	isogroup718
comp718_g1_i2	isogroup718
comp719_g1_i1	isogroup719
comp719_g1_i2	isogroup719
comp720_g1_i1	isogroup720
comp721_g1_i1	isogroup721
comp722_g1_i1	isogroup722
comp723_g1_i1	isogroup723
comp724_g1_i1	isogroup724
comp725_g1_i1	isogroup725
comp725_g1_i2	isogroup725
comp726_g1_i1	isogroup726
comp727_g1_i1	isogroup727
comp727_g1_i2	isogroup727
comp728_g1_i1	isogroup728
comp729_g1_i1	isogroup729
comp729_g1_i2	isogroup729
comp730_g1_i1	isogroup730
comp730_g1_i2	isogroup730
comp731_g1_i1	isogroup731
comp731_g1_i2	isogroup731
comp732_g1_i1	isogroup732
comp733_g1_i1	isogroup733
comp734_g1_i1	isogroup734
comp735_g1_i1	isogroup735
comp736_g1_i1	isogroup736
comp738_g1_i1	isogroup738
comp739_g1_i1	isogroup739
comp739_g1_i2	isogroup739
comp740_g1_i1	isogroup740
comp741_g1_i1	isogroup741
comp742_g1_i1	isogroup742
comp742_g1_i2	isogroup742
comp743_g1_i1	isogroup743
comp744_g1_i1	isogroup744
comp745_g1_i1	isogroup745
comp746_g1_i1	isogroup746
comp746_g1_i2	isogroup746
comp747_g1_i1	isogroup747
comp747_g1_i2	isogroup747
comp748_g1_i1	isogroup748
comp748_g1_i2	isogroup748
comp749_g1_i1	isogroup749
comp749_g1_i2	isogroup749
comp750_g1_i1	isogroup750
comp751_g1_i1	isogroup751
comp752_g1_i1	isogroup752
comp753_g1_i1	isogroup753
comp753_g1_i2	isogroup753
comp754_g1_i1	isogroup754
comp754_g1_i2	isogroup754
comp755_g1_i1	isogroup755
comp755_g1_i2	isogroup755
comp756_g1_i1	isogroup756
comp756_g1_i2	isogroup756
comp757_g1_i1	isogroup757
comp757_g1_i2	isogroup757
comp758_g1_i1	isogroup758
comp759_g1_i1	isogroup759
comp760_g1_i1	isogroup760
comp760_g1_i2	isogroup760
comp761_g1_i1	isogroup761
comp762_g1_i1	isogroup762
comp763_g1_i1	isogroup763
comp764_g1_i1	isogroup764
comp764_g1_i2	isogroup764
comp765_g1_i1	isogroup765
comp766_g1_i1	isogroup766
comp766_g1_i2	isogroup766
comp767_g1_i1	isogroup767
comp768_g1_i1	isogroup768
comp769_g1_i1	isogroup769
comp769_g1_i2	isogroup769
comp770_g1_i1	isogroup770
comp770_g1_i2	isogroup770
comp771_g1_i1	isogroup771
comp772_g1_i1	isogroup772
comp773_g1_i1	isogroup773
comp773_g1_i2	isogroup773
comp774_g1_i1	isogroup774
comp775_g1_i1	isogroup775
comp776_g1_i1	isogroup776
comp777_g1_i1	isogroup777
comp777_g1_i2	isogroup777
comp778_g1_i1	isogroup778
comp778_g1_i2	isogroup778
comp779_g1_i1	isogroup779
comp780_g1_i1	isogroup780
comp780_g1_i2	isogroup780
comp781_g1_i1	isogroup781
comp781_g1_i2	isogroup781
comp782_g1_i1	isogroup782
comp783_g1_i1	isogroup783
comp783_g1_i2	isogroup783
comp784_g1_i1	isogroup784
comp784_g1_i2	isogroup784
comp785_g1_i1	isogroup785
comp786_g1_i1	isogroup786
comp786_g1_i2	isogroup786
comp787_g1_i1	isogroup787
comp788_g1_i1	isogroup788
comp788_g1_i2	isogroup788
comp789_g1_i1	isogroup789
comp790_g1_i1	isogroup790
comp791_g1_i1	isogroup791
comp791_g1_i2	isogroup791
comp793_g1_i1	isogroup793
comp794_g1_i1	isogroup794
comp795_g1_i1	isogroup795
comp796_g1_i1	isogroup796
comp797_g1_i1	isogroup797
comp798_g1_i1	isogroup798
comp799_g1_i1	isogroup799
comp799_g1_i2	isogroup799
comp800_g1_i1	isogroup800
comp801_g1_i1	isogroup801
comp802_g1_i1	isogroup802
comp803_g1_i1	isogroup803
comp804_g1_i1	isogroup804
comp805_g1_i1	isogroup805
comp806_g1_i1	isogroup806
comp807_g1_i1	isogroup807
comp808_g1_i1	isogroup808
comp808_g1_i2	isogroup808
comp809_g1_i1	isogroup809
comp810_g1_i1	isogroup810
comp810_g1_i2	isogroup810
comp811_g1_i1	isogroup811
comp811_g1_i2	isogroup811
comp812_g1_i1	isogroup812
comp813_g1_i1	isogroup813
comp814_g1_i1	isogroup814
comp815_g1_i1	isogroup815
comp816_g1_i1	isogroup816
comp816_g1_i2	isogroup816
comp817_g1_i1	isogroup817
comp818_g1_i1	isogroup818
comp819_g1_i1	isogroup819
comp820_g1_i1	isogroup820
comp820_g1_i2	isogroup820
comp821_g1_i1	isogroup821
comp822_g1_i1	isogroup822
comp822_g2_i1	isogroup822
comp823_g1_i1	isogroup823
comp823_g1_i2	isogroup823
comp824_g1_i1	isogroup824
comp825_g1_i1	isogroup825
comp826_g1_i1	isogroup826
comp826_g1_i2	isogroup826
comp827_g1_i1	isogroup827
comp828_g1_i1	isogroup828
comp829_g1_i1	isogroup829
comp829_g1_i2	isogroup829
comp830_g1_i1	isogroup830
comp831_g1_i1	isogroup831
comp831_g1_i2	isogroup831
comp832_g1_i1	isogroup832
comp833_g1_i1	isogroup833
comp834_g1_i1	isogroup834
comp834_g1_i2	isogroup834
comp835_g1_i1	isogroup835
comp835_g1_i2	isogroup835
comp836_g1_i1	isogroup836
comp837_g1_i1	isogroup837
comp838_g1_i1	isogroup838
comp839_g1_i1	isogroup839
comp839_g1_i2	isogroup839
comp840_g1_i1	isogroup840
comp840_g1_i2	isogroup840
comp841_g1_i1	isogroup841
comp841_g1_i2	isogroup841
comp842_g1_i1	isogroup842
comp842_g1_i2	isogroup842
comp843_g1_i1	isogroup843
comp843_g1_i2	isogroup843
comp844_g1_i1	isogroup844
comp844_g1_i2	isogroup844
comp844_g1_i3	isogroup844
comp845_g1_i1	isogroup845
comp846_g1_i1	isogroup846
comp846_g1_i2	isogroup846
comp847_g1_i1	isogroup847
comp848_g1_i1	isogroup848
comp848_g1_i2	isogroup848
comp849_g1_i1	isogroup849
comp849_g1_i2	isogroup849
comp850_g1_i1	isogroup850
comp850_g1_i2	isogroup850
comp851_g1_i1	isogroup851
comp851_g1_i2	isogroup851
comp852_g1_i1	isogroup852
comp853_g1_i1	isogroup853
comp853_g1_i2	isogroup853
comp854_g1_i1	isogroup854
comp854_g1_i2	isogroup854
comp855_g1_i1	isogroup855
comp856_g1_i1	isogroup856
comp857_g1_i1	isogroup857
comp858_g1_i1	isogroup858
comp859_g1_i1	isogroup859
comp859_g1_i2	isogroup859
comp860_g1_i1	isogroup860
comp860_g1_i2	isogroup860
comp861_g1_i1	isogroup861
comp862_g1_i1	isogroup862
comp862_g1_i2	isogroup862
comp863_g1_i1	isogroup863
comp864_g1_i1	isogroup864
comp865_g1_i1	isogroup865
comp866_g1_i1	isogroup866
comp866_g1_i2	isogroup866
comp867_g1_i1	isogroup867
comp868_g1_i1	isogroup868
comp868_g1_i2	isogroup868
comp869_g1_i1	isogroup869
comp869_g1_i2	isogroup869
comp870_g1_i1	isogroup870
comp870_g1_i2	isogroup870
comp871_g1_i1	isogroup871
comp872_g1_i1	isogroup872
comp872_g1_i2	isogroup872
comp873_g1_i1	isogroup873
comp873_g1_i2	isogroup873
comp874_g1_i1	isogroup874
comp875_g1_i1	isogroup875
comp875_g1_i2	isogroup875
comp876_g1_i1	isogroup876
comp876_g1_i2	isogroup876
comp878_g1_i1	isogroup878
comp879_g1_i1	isogroup879
comp880_g1_i1	isogroup880
comp880_g1_i2	isogroup880
comp881_g1_i1	isogroup881
comp882_g1_i1	isogroup882
comp883_g1_i1	isogroup883
comp884_g1_i1	isogroup884
comp885_g1_i1	isogroup885
comp886_g1_i1	isogroup886
comp887_g1_i1	isogroup887
comp887_g1_i2	isogroup887
comp888_g1_i1	isogroup888
comp889_g1_i1	isogroup889
comp890_g1_i1	isogroup890
comp891_g1_i1	isogroup891
comp892_g1_i1	isogroup892
comp893_g1_i1	isogroup893
comp894_g1_i1	isogroup894
comp894_g1_i2	isogroup894
comp895_g1_i1	isogroup895
comp895_g1_i2	isogroup895
comp896_g1_i1	isogroup896
comp896_g1_i2	isogroup896
comp897_g1_i1	isogroup897
comp898_g1_i1	isogroup898
comp899_g1_i1	isogroup899
comp900_g1_i1	isogroup900
comp901_g1_i1	isogroup901
comp902_g1_i1	isogroup902
comp903_g1_i1	isogroup903
comp903_g1_i2	isogroup903
comp904_g1_i1	isogroup904
comp905_g1_i1	isogroup905
comp906_g1_i1	isogroup906
comp906_g1_i2	isogroup906
comp907_g1_i1	isogroup907
comp907_g1_i2	isogroup907
comp908_g1_i1	isogroup908
comp909_g1_i1	isogroup909
comp910_g1_i1	isogroup910
comp910_g1_i2	isogroup910
comp911_g1_i1	isogroup911
comp912_g1_i1	isogroup912
comp912_g1_i2	isogroup912
comp913_g1_i1	isogroup913
comp913_g1_i2	isogroup913
comp914_g1_i1	isogroup914
comp914_g1_i2	isogroup914
comp915_g1_i1	isogroup915
comp915_g1_i2	isogroup915
comp916_g1_i1	isogroup916
comp917_g1_i1	isogroup917
comp918_g1_i1	isogroup918
comp919_g1_i1	isogroup919
comp920_g1_i1	isogroup920
comp921_g1_i1	isogroup921
comp921_g1_i2	isogroup921
comp922_g1_i1	isogroup922
comp923_g1_i1	isogroup923
comp924_g1_i1	isogroup924
comp925_g1_i1	isogroup925
comp925_g1_i2	isogroup925
comp926_g1_i1	isogroup926
comp926_g1_i2	isogroup926
comp927_g1_i1	isogroup927
comp927_g1_i2	isogroup927
comp928_g1_i1	isogroup928
comp929_g1_i1	isogroup929
comp929_g1_i2	isogroup929
comp930_g1_i1	isogroup930
comp930_g1_i2	isogroup930
comp931_g1_i1	isogroup931
comp932_g1_i1	isogroup932
comp933_g1_i1	isogroup933
comp933_g1_i2	isogroup933
comp934_g1_i1	isogroup934
comp935_g1_i1	isogroup935
comp936_g1_i1	isogroup936
comp936_g1_i2	isogroup936
comp937_g1_i1	isogroup937
comp937_g1_i2	isogroup937
comp938_g1_i1	isogroup938
comp939_g1_i1	isogroup939
comp939_g1_i2	isogroup939
comp940_g1_i1	isogroup940
comp940_g1_i2	isogroup940
comp941_g1_i1	isogroup941
comp942_g1_i1	isogroup942
comp942_g1_i2	isogroup942
comp943_g1_i1	isogroup943
comp943_g1_i2	isogroup943
comp944_g1_i1	isogroup944
comp944_g1_i2	isogroup944
comp945_g1_i1	isogroup945
comp945_g1_i2	isogroup945
comp946_g1_i1	isogroup946
comp947_g1_i1	isogroup947
comp948_g1_i1	isogroup948
comp948_g1_i2	isogroup948
comp949_g1_i1	isogroup949
comp950_g1_i1	isogroup950
comp950_g1_i2	isogroup950
comp951_g1_i1	isogroup951
comp951_g1_i2	isogroup951
comp952_g1_i1	isogroup952
comp952_g1_i2	isogroup952
comp953_g1_i1	isogroup953
comp954_g1_i1	isogroup954
comp954_g1_i2	isogroup954
comp955_g1_i1	isogroup955
comp956_g1_i1	isogroup956
comp957_g1_i1	isogroup957
comp958_g1_i1	isogroup958
comp958_g1_i2	isogroup958
comp959_g1_i1	isogroup959
comp959_g1_i2	isogroup959
comp960_g1_i1	isogroup960
comp960_g1_i2	isogroup960
comp961_g1_i1	isogroup961
comp962_g1_i1	isogroup962
comp962_g1_i2	isogroup962
comp963_g1_i1	isogroup963
comp963_g1_i2	isogroup963
comp964_g1_i1	isogroup964
comp965_g1_i1	isogroup965
comp966_g1_i1	isogroup966
comp967_g1_i1	isogroup967
comp968_g1_i1	isogroup968
comp970_g1_i1	isogroup970
comp971_g1_i1	isogroup971
comp971_g1_i2	isogroup971
comp972_g1_i1	isogroup972
comp972_g1_i2	isogroup972
comp973_g1_i1	isogroup973
comp974_g1_i1	isogroup974
comp974_g1_i2	isogroup974
comp975_g1_i1	isogroup975
comp976_g1_i1	isogroup976
comp977_g1_i1	isogroup977
comp977_g1_i2	isogroup977
comp978_g1_i1	isogroup978
comp979_g1_i1	isogroup979
comp979_g1_i2	isogroup979
comp980_g1_i1	isogroup980
comp980_g1_i2	isogroup980
comp981_g1_i1	isogroup981
comp982_g1_i1	isogroup982
comp983_g1_i1	isogroup983
comp983_g1_i2	isogroup983
comp984_g1_i1	isogroup984
comp985_g1_i1	isogroup985
comp985_g1_i2	isogroup985
comp986_g1_i1	isogroup986
comp987_g1_i1	isogroup987
comp987_g1_i2	isogroup987
comp988_g1_i1	isogroup988
comp988_g1_i2	isogroup988
comp989_g1_i1	isogroup989
comp990_g1_i1	isogroup990
comp990_g1_i2	isogroup990
comp991_g1_i1	isogroup991
comp992_g1_i1	isogroup992
comp993_g1_i1	isogroup993
comp993_g1_i2	isogroup993
comp994_g1_i1	isogroup994
comp994_g1_i2	isogroup994
comp995_g1_i1	isogroup995
comp996_g1_i1	isogroup996
comp996_g1_i2	isogroup996
comp997_g1_i1	isogroup997
comp998_g1_i1	isogroup998
comp998_g1_i2	isogroup998
comp999_g1_i1	isogroup999
comp999_g1_i2	isogroup999
comp1000_g1_i1	isogroup1000
comp1000_g1_i2	isogroup1000
comp1001_g1_i1	isogroup1001
comp1001_g1_i2	isogroup1001
comp1002_g1_i1	isogroup1002
comp1003_g1_i1	isogroup1003
comp1003_g1_i2	isogroup1003
comp1004_g1_i1	isogroup1004
comp1005_g1_i1	isogroup1005
comp1006_g1_i1	isogroup1006
comp1006_g1_i2	isogroup1006
comp1007_g1_i1	isogroup1007
comp1007_g1_i2	isogroup1007
comp1008_g1_i1	isogroup1008
comp1009_g1_i1	isogroup1009
comp1009_g1_i2	isogroup1009
comp1010_g1_i1	isogroup1010
comp1010_g1_i2	isogroup1010
comp1011_g1_i1	isogroup1011
comp1012_g1_i1	isogroup1012
comp1013_g1_i1	isogroup1013
comp1014_g1_i1	isogroup1014
comp1015_g1_i1	isogroup1015
comp1015_g1_i2	isogroup1015
comp1016_g1_i1	isogroup1016
comp1017_g1_i1	isogroup1017
comp1018_g1_i1	isogroup1018
comp1019_g1_i1	isogroup1019
comp1019_g1_i2	isogroup1019
comp1020_g1_i1	isogroup1020
comp1021_g1_i1	isogroup1021
comp1021_g1_i2	isogroup1021
comp1022_g1_i1	isogroup1022
comp1023_g1_i1	isogroup1023
comp1024_g1_i1	isogroup1024
comp1024_g1_i2	isogroup1024
comp1025_g1_i1	isogroup1025
comp1025_g1_i2	isogroup1025
comp1026_g1_i1	isogroup1026
comp1027_g1_i1	isogroup1027
comp1028_g1_i1	isogroup1028
comp1028_g1_i2	isogroup1028
comp1029_g1_i1	isogroup1029
comp1029_g1_i2	isogroup1029
comp1030_g1_i1	isogroup1030
comp1030_g1_i2	isogroup1030
comp1031_g1_i1	isogroup1031
comp1032_g1_i1	isogroup1032
comp1033_g1_i1	isogroup1033
comp1034_g1_i1	isogroup1034
comp1034_g2_i1	isogroup1034
comp1035_g1_i1	isogroup1035
comp1036_g1_i1	isogroup1036
comp1037_g1_i1	isogroup1037
comp1038_g1_i1	isogroup1038
comp1039_g1_i1	isogroup1039
comp1041_g1_i1	isogroup1041
comp1041_g1_i2	isogroup1041
comp1042_g1_i1	isogroup1042
comp1043_g1_i1	isogroup1043
comp1043_g1_i2	isogroup1043
comp1044_g1_i1	isogroup1044
comp1044_g1_i2	isogroup1044
comp1045_g1_i1	isogroup1045
comp1045_g1_i2	isogroup1045
comp1046_g1_i1	isogroup1046
comp1047_g1_i1	isogroup1047
comp1047_g1_i2	isogroup1047
comp1048_g1_i1	isogroup1048
comp1048_g1_i2	isogroup1048
comp1049_g1_i1	isogroup1049
comp1050_g1_i1	isogroup1050
comp1051_g1_i1	isogroup1051
comp1052_g1_i1	isogroup1052
comp1052_g1_i2	isogroup1052
comp1053_g1_i1	isogroup1053
comp1054_g1_i1	isogroup1054
comp1054_g1_i2	isogroup1054
comp1055_g1_i1	isogroup1055
comp1056_g1_i1	isogroup1056
comp1057_g1_i1	isogroup1057
comp1058_g1_i1	isogroup1058
comp1059_g1_i1	isogroup1059
comp1059_g1_i2	isogroup1059
comp1060_g1_i1	isogroup1060
comp1061_g1_i1	isogroup1061
comp1062_g1_i1	isogroup1062
comp1063_g1_i1	isogroup1063
comp1063_g1_i2	isogroup1063
comp1064_g1_i1	isogroup1064
comp1064_g1_i2	isogroup1064
comp1065_g1_i1	isogroup1065
comp1065_g1_i2	isogroup1065
comp1066_g1_i1	isogroup1066
comp1066_g1_i2	isogroup1066
comp1067_g1_i1	isogroup1067
comp1067_g1_i2	isogroup1067
comp1068_g1_i1	isogroup1068
comp1068_g1_i2	isogroup1068
comp1069_g1_i1	isogroup1069
comp1070_g1_i1	isogroup1070
comp1071_g1_i1	isogroup1071
comp1071_g1_i2	isogroup1071
comp1072_g1_i1	isogroup1072
comp1072_g1_i2	isogroup1072
comp1073_g1_i1	isogroup1073
comp1074_g1_i1	isogroup1074
comp1075_g1_i1	isogroup1075
comp1076_g1_i1	isogroup1076
comp1077_g1_i1	isogroup1077
comp1078_g1_i1	isogroup1078
comp1078_g1_i2	isogroup1078
comp1079_g1_i1	isogroup1079
comp1080_g1_i1	isogroup1080
comp1081_g1_i1	isogroup1081
comp1081_g1_i2	isogroup1081
comp1082_g1_i1	isogroup1082
comp1082_g1_i2	isogroup1082
comp1083_g1_i1	isogroup1083
comp1084_g1_i1	isogroup1084
comp1084_g1_i2	isogroup1084
comp1085_g1_i1	isogroup1085
comp1086_g1_i1	isogroup1086
comp1087_g1_i1	isogroup1087
comp1087_g1_i2	isogroup1087
comp1088_g1_i1	isogroup1088
comp1089_g1_i1	isogroup1089
comp1089_g1_i2	isogroup1089
comp1090_g1_i1	isogroup1090
comp1091_g1_i1	isogroup1091
comp1091_g1_i2	isogroup1091
comp1092_g1_i1	isogroup1092
comp1092_g1_i2	isogroup1092
comp1093_g1_i1	isogroup1093
comp1093_g1_i2	isogroup1093
comp1094_g1_i1	isogroup1094
comp1094_g1_i2	isogroup1094
comp1095_g1_i1	isogroup1095
comp1096_g1_i1	isogroup1096
comp1097_g1_i1	isogroup1097
comp1097_g1_i2	isogroup1097
comp1098_g1_i1	isogroup1098
comp1098_g1_i2	isogroup1098
comp1099_g1_i1	isogroup1099
comp1100_g1_i1	isogroup1100
comp1100_g1_i2	isogroup1100
comp1101_g1_i1	isogroup1101
comp1102_g1_i1	isogroup1102
comp1102_g1_i2	isogroup1102
comp1103_g1_i1	isogroup1103
comp1104_g1_i1	isogroup1104
comp1106_g1_i1	isogroup1106
comp1106_g1_i2	isogroup1106
comp1107_g1_i1	isogroup1107
comp1108_g1_i1	isogroup1108
comp1109_g1_i1	isogroup1109
comp1109_g1_i2	isogroup1109
comp1110_g1_i1	isogroup1110
comp1110_g1_i2	isogroup1110
comp1111_g1_i1	isogroup1111
comp1111_g1_i2	isogroup1111
comp1112_g1_i1	isogroup1112
comp1113_g1_i1	isogroup1113
comp1113_g1_i2	isogroup1113
comp1114_g1_i1	isogroup1114
comp1115_g1_i1	isogroup1115
comp1116_g1_i1	isogroup1116
comp1116_g1_i2	isogroup1116
comp1117_g1_i1	isogroup1117
comp1117_g1_i2	isogroup1117
comp1118_g1_i1	isogroup1118
comp1119_g1_i1	isogroup1119
comp1120_g1_i1	isogroup1120
comp1120_g1_i2	isogroup1120
comp1121_g1_i1	isogroup1121
comp1121_g1_i2	isogroup1121
comp1122_g1_i1	isogroup1122
comp1123_g1_i1	isogroup1123
comp1123_g1_i2	isogroup1123
comp1124_g1_i1	isogroup1124
comp1124_g1_i2	isogroup1124
comp1125_g1_i1	isogroup1125
comp1125_g1_i2	isogroup1125
comp1126_g1_i1	isogroup1126
comp1127_g1_i1	isogroup1127
comp1127_g1_i2	isogroup1127
comp1128_g1_i1	isogroup1128
comp1128_g1_i2	isogroup1128
comp1129_g1_i1	isogroup1129
comp1130_g1_i1	isogroup1130
comp1130_g1_i2	isogroup1130
comp1131_g1_i1	isogroup1131
comp1131_g1_i2	isogroup1131
comp1132_g1_i1	isogroup1132
comp1132_g1_i2	isogroup1132
comp1133_g1_i1	isogroup1133
comp1133_g1_i2	isogroup1133
comp1134_g1_i1	isogroup1134
comp1134_g1_i2	isogroup1134
comp1135_g1_i1	isogroup1135
comp1135_g1_i2	isogroup1135
comp1136_g1_i1	isogroup1136
comp1137_g1_i1	isogroup1137
comp1138_g1_i1	isogroup1138
comp1139_g1_i1	isogroup1139
comp1140_g1_i1	isogroup1140
comp1141_g1_i1	isogroup1141
comp1141_g1_i2	isogroup1141
comp1142_g1_i1	isogroup1142
comp1143_g1_i1	isogroup1143
comp1143_g1_i2	isogroup1143
comp1144_g1_i1	isogroup1144
comp1145_g1_i1	isogroup1145
comp1146_g1_i1	isogroup1146
comp1147_g1_i1	isogroup1147
comp1147_g1_i2	isogroup1147
comp1148_g1_i1	isogroup1148
comp1149_g1_i1	isogroup1149
comp1149_g2_i1	isogroup1149
comp1150_g1_i1	isogroup1150
comp1150_g1_i2	isogroup1150
comp1151_g1_i1	isogroup1151
comp1152_g1_i1	isogroup1152
comp1153_g1_i1	isogroup1153
comp1154_g1_i1	isogroup1154
comp1155_g1_i1	isogroup1155
comp1155_g1_i2	isogroup1155
comp1156_g1_i1	isogroup1156
comp1157_g1_i1	isogroup1157
comp1157_g1_i2	isogroup1157
comp1158_g1_i1	isogroup1158
comp1158_g1_i2	isogroup1158
comp1159_g1_i1	isogroup1159
comp1160_g1_i1	isogroup1160
comp1161_g1_i1	isogroup1161
comp1162_g1_i1	isogroup1162
comp1163_g1_i1	isogroup1163
comp1164_g1_i1	isogroup1164
comp1165_g1_i1	isogroup1165
comp1166_g1_i1	isogroup1166
comp1167_g1_i1	isogroup1167
comp1168_g1_i1	isogroup1168
comp1169_g1_i1	isogroup1169
comp1169_g1_i2	isogroup1169
comp1170_g1_i1	isogroup1170
comp1170_g1_i2	isogroup1170
comp1171_g1_i1	isogroup1171
comp1171_g1_i2	isogroup1171
comp1172_g1_i1	isogroup1172
comp1172_g1_i2	isogroup1172
comp1173_g1_i1	isogroup1173
comp1174_g1_i1	isogroup1174
comp1174_g1_i2	isogroup1174
comp1175_g1_i1	isogroup1175
comp1175_g1_i2	isogroup1175
comp1176_g1_i1	isogroup1176
comp1176_g1_i2	isogroup1176
comp1177_g1_i1	isogroup1177
comp1178_g1_i1	isogroup1178
comp1178_g1_i2	isogroup1178
comp1179_g1_i1	isogroup1179
comp1179_g1_i2	isogroup1179
comp1180_g1_i1	isogroup1180
comp1180_g1_i2	isogroup1180
comp1181_g1_i1	isogroup1181
comp1181_g1_i2	isogroup1181
comp1182_g1_i1	isogroup1182
comp1182_g1_i2	isogroup1182
comp1183_g1_i1	isogroup1183
comp1184_g1_i1	isogroup1184
comp1184_g1_i2	isogroup1184
comp1185_g1_i1	isogroup1185
comp1185_g2_i1	isogroup1185
comp1186_g1_i1	isogroup1186
comp1186_g1_i2	isogroup1186
comp1187_g1_i1	isogroup1187
comp1188_g1_i1	isogroup1188
comp1188_g1_i2	isogroup1188
comp1189_g1_i1	isogroup1189
comp1189_g1_i2	isogroup1189
comp1190_g1_i1	isogroup1190
comp1190_g1_i2	isogroup1190
comp1191_g1_i1	isogroup1191
comp1192_g1_i1	isogroup1192
comp1192_g1_i2	isogroup1192
comp1193_g1_i1	isogroup1193
comp1193_g1_i2	isogroup1193
comp1194_g1_i1	isogroup1194
comp1195_g1_i1	isogroup1195
comp1195_g1_i2	isogroup1195
comp1196_g1_i1	isogroup1196
comp1196_g1_i2	isogroup1196
comp1197_g1_i1	isogroup1197
comp1197_g1_i2	isogroup1197
comp1198_g1_i1	isogroup1198
comp1199_g1_i1	isogroup1199
comp1199_g1_i2	isogroup1199
comp1200_g1_i1	isogroup1200
comp1201_g1_i1	isogroup1201
comp1202_g1_i1	isogroup1202
comp1202_g1_i2	isogroup1202
comp1203_g1_i1	isogroup1203
comp1204_g1_i1	isogroup1204
comp1204_g1_i2	isogroup1204
comp1205_g1_i1	isogroup1205
comp1206_g1_i1	isogroup1206
